"""BOG"", ""Bogota"", ""El Dorado"""
"""MEX"", ""CDMX"", ""Ciudad Mexico"", ""Mexico DF"", ""DF"", ""Ciudad de Mexico"""
"""MDE"", ""Medellin"", ""Jose Maria Cordova"", ""medellin"""
"""CLO"", ""Cali"", ""Alfonso Bonilla"", ""Aeropuerto Alfonso Bonilla"""
"""GDL"", ""Guadalajara"", ""Miguel Hidalgo y Costilla"", ""Miguel Hidalgo"""
"""MTY"", ""Monterrey"", ""Mariano Escobedo"""
"""SJO"", ""Costa Rica"", ""San Jose Costa Rica"", ""Juan Santamaria"""
"""SMR"", ""Santa Marta"", ""Magdalena"""
"""SJC"", ""San Jose California"", ""San Jose CA"""
"""SFO"", ""San Francisco"", ""Frisco"", ""San Fra"", ""San Francisco California"""
"""YBT"",""YBT"",""Brochet,"",""MB """
"""XBR"",""XBR"",""Brockville,"",""ON """
"""BHQ"",""BHQ"",""Broken"",""Hill, Australia """
"""BNN"",""BNN"",""Bronnoysund,"",""Norway """
"""BKX"",""BKX"",""Brookings,"",""SD """
"""RBH"",""RBH"",""Brooks"",""Lodge, AK """
"""BME"",""BME"",""Broome,"",""Australia """
"""BRO"",""BRO"",""Brownsville,"",""TX """
"""BQK"",""BQK"",""Brunswick,"",""GA """
"""BHG"",""BHG"",""Brus"",""Laguna, Honduras """
"""BRU"",""BRU"",""Brussels,"",""Belgium - National """
"""ZYR"",""ZYR"",""Brussels,"",""Belgium - Rail service """
"""CRL"",""CRL"",""Brussels,"",""Belguim - Charleroi """
"""BGA"",""BGA"",""Bucaramanga,"",""Colombia """
"""BBU"",""BBU"",""Bucharest,"",""Romania - Baneasa """
"""OTP"",""OTP"",""Bucharest,"",""Romania - Otopeni International """
"""BKC"",""BKC"",""Buckland,"",""AK """
"""BUD"",""BUD"",""Budapest,"",""Hungary """
"""AEP"",""AEP"",""Buenos"",""Aires, Argentina - Jorge Newbery """
"""EZE"",""EZE"",""Buenos"",""Aires, Argentina - Ministro Pistarini """
"""BUF"",""BUF"",""Buffalo,"",""NY """
"""UUA"",""UUA"",""Bugulma,"",""Russia """
"""BJM"",""BJM"",""Bujumbura,"",""Burundi """
"""BKZ"",""BKZ"",""Bukoba,"",""Malaysia """
"""UUA"",""UUA"",""Bulgulma,"",""Russia """
"""IFP"",""IFP"",""Bullhead"",""City/Laughlin, AZ """
"""BDB"",""BDB"",""Bundaberg,"",""Australia """
"""BUO"",""BUO"",""Burao,"",""Somalia """
"""BUR"",""BUR"",""Burbank,"",""CA """
"""LEV"",""LEV"",""Bureta,"",""Fiji """
"""BFV"",""BFV"",""Buri"",""Ram, Thailand """
"""BUC"",""BUC"",""Burketown,"",""Australia """
"""BRL"",""BRL"",""Burlington,"",""IA """
"""BTV"",""BTV"",""Burlington,"",""VT """
"""BWT"",""BWT"",""Burnie,"",""Australia """
"""YPZ"",""YPZ"",""Burns"",""Lake, BC """
"""PUS"",""PUS"",""Busan,"",""South Korea - Gimhae """
"""BTM"",""BTM"",""Butte,"",""MT """
"""BXU"",""BXU"",""Butuan,"",""Philippines """
"""BZG"",""BZG"",""Bydgoszcz,"",""Poland """
"""SJD"",""SJD"",""Cabo"",""San Lucas, Los Cabos"""
"""CFR"",""CFR"",""Caen,"",""France """
"""CGY"",""CGY"",""Cagayan"",""De Oro, Philippines - Lumbia """
"""CAG"",""CAG"",""Cagliari,"",""Italy """
"""CNS"",""CNS"",""Cairns,"",""Australia """
"""CAI"",""CAI"",""Cairo,"",""Egypt """
"""CJA"",""CJA"",""Cajamarca,"",""Peru """
"""CBQ"",""CBQ"",""Calabar,"",""Nigeria """
"""CJC"",""CJC"",""Calama,"",""Chile """
"""CCU"",""CCU"",""Calcutta,"",""India """
"""YYC"",""YYC"",""Calgary,"",""AB """
"""CLO"",""CLO"",""Cali,"",""Colombia """
"""CLY"",""CLY"",""Calvi,"",""France """
"""CMW"",""CMW"",""Camaguey,"",""Cuba """
"""YCB"",""YCB"",""Cambridge"",""Bay, NU """
"""CBG"",""CBG"",""Cambridge,"",""United Kingdom """
"""CRD"",""CRD"",""Camodoro,"",""Argentina """
"""YBL"",""YBL"",""Campbell"",""River, BC """
"""XAZ"",""XAZ"",""Campbellton,"",""NB - Rail service """
"""CAL"",""CAL"",""Campbeltown,"",""United Kingdom """
"""CPE"",""CPE"",""Campeche,"""
"""CPV"",""CPV"",""Campina"",""Grande, Brazil """
"""CPQ"",""CPQ"",""Campinas,"",""Brazil """
"""CGR"",""CGR"",""Campo"",""Grande, Brazil """
"""CAW"",""CAW"",""Campos,"",""Brazil """
"""CBR"",""CBR"",""Canberra,"",""Australia """
"""CUN"",""CUN"",""Cancun,"""
"""JCA"",""JCA"",""Cannes,"",""France - Coisette Heliport """
"""CEQ"",""CEQ"",""Cannes,"",""France - Mandelieu """
"""QYW"",""QYW"",""Cannes,"",""France - Vieux Port """
"""CIW"",""CIW"",""Canouan,"",""Saint Vincent and the Grenadines """
"""CAK"",""CAK"",""Canton/Akron,"",""OH """
"""CAP"",""CAP"",""Cap"",""Haitien, Haiti """
"""YTE"",""YTE"",""Cape"",""Dorset, NU """
"""CGI"",""CGI"",""Cape"",""Girardeau, MO """
"""LUR"",""LUR"",""Cape"",""Lisburne, AK """
"""EHM"",""EHM"",""Cape"",""Newenham, AK """
"""CPI"",""CPI"",""Cape"",""Orford, Papua New Guinea """
"""CPT"",""CPT"",""Cape"",""Town, South Africa """
"""CVL"",""CVL"",""Cape"",""Vogel, Papua New Guinea """
"""XAW"",""XAW"",""Capreol,"",""ON - Rail service """
"""CCS"",""CCS"",""Caracas,"",""Venezuela """
"""CKS"",""CKS"",""Carajas,"",""Brazil """
"""MDH"",""MDH"",""Carbondale,"",""IL """
"""CCF"",""CCF"",""Carcassonne,"",""France """
"""CWL"",""CWL"",""Cardiff,"",""United Kingdom """
"""CLD"",""CLD"",""Carlsbad,"",""CA """
"""CNM"",""CNM"",""Carlsbad,"",""NM """
"""MRY"",""MRY"",""Carmel,"",""CA """
"""CVQ"",""CVQ"",""Carnarvon,"",""Australia """
"""CTG"",""CTG"",""Cartagena,"",""Colombia """
"""YRF"",""YRF"",""Cartwright,"",""NL """
"""CAS"",""CAS"",""Casablanca,"",""Morocco - Anfa """
"""CMN"",""CMN"",""Casablanca,"",""Morocco - Mohamed V """
"""CAC"",""CAC"",""Cascavel,"",""Brazil """
"""CSI"",""CSI"",""Casino,"",""Australia """
"""CPR"",""CPR"",""Casper,"",""WY """
"""XZB"",""XZB"",""Casselman,"",""ON - Rail service """
"""CST"",""CST"",""Castaway,"",""Fiji """
"""YCG"",""YCG"",""Castlegar,"",""BC """
"""DCM"",""DCM"",""Castres,"",""France """
"""YAC"",""YAC"",""Cat"",""Lake, ON """
"""CTC"",""CTC"",""Catamarca,"",""Argentina """
"""CTA"",""CTA"",""Catania,"",""Italy """
"""CAQ"",""CAQ"",""Caucasia,"",""Colombia """
"""CXJ"",""CXJ"",""Caxias"",""Do Sul, Brazil """
"""CYB"",""CYB"",""Cayman"",""Brac Is, Cambodia """
"""CYO"",""CYO"",""Cayo"",""Largo Del Sur, Cuba """
"""CEB"",""CEB"",""Cebu,"",""Philippines - Matan International """
"""CDC"",""CDC"",""Cedar"",""City, UT """
"""CID"",""CID"",""Cedar"",""Rapids, IA """
"""CED"",""CED"",""Cedun,"",""Australia """
"""CEM"",""CEM"",""Central,"",""AK """
"""JCU"",""JCU"",""Ceuta,"",""Spain and Canary Islands """
"""CDR"",""CDR"",""Chadron,"",""NE """
"""ZBR"",""ZBR"",""Chah-Bahar,"",""Iran """
"""CIK"",""CIK"",""Chalkyitsik,"",""AK """
"""CMF"",""CMF"",""Chambery,"",""France """
"""XCI"",""XCI"",""Chambord,"",""QC - Rail service """
"""CMI"",""CMI"",""Champaign/Urbana,"",""IL """
"""IXC"",""IXC"",""Chandigarh,"",""India """
"""XDL"",""XDL"",""Chandler,"",""QC - Rail service """
"""CGQ"",""CGQ"",""Changchun,"",""China """
"""CGD"",""CGD"",""Changde,"",""China """
"""CHX"",""CHX"",""Changuinda,"",""Panama """
"""CZX"",""CZX"",""Changzhou,"",""China """
"""CHQ"",""CHQ"",""Chania,"",""Greece """
"""CHG"",""CHG"",""Chaoyang,"",""China """
"""XAP"",""XAP"",""Chapeco,"",""Brazil """
"""YLD"",""YLD"",""Chapleau,"",""ON """
"""CHS"",""CHS"",""Charleston,"",""SC """
"""CRW"",""CRW"",""Charleston,"",""WV """
"""CTL"",""CTL"",""Charleville,"",""Australia """
"""CLT"",""CLT"",""Charlotte,"",""NC """
"""CHO"",""CHO"",""Charlottesville,"",""VA """
"""YHG"",""YHG"",""Charlottetown,"",""NL """
"""YYG"",""YYG"",""Charlottetown,"",""PE """
"""CHT"",""CHT"",""Chatham"",""Island, New Zealand """
"""XCM"",""XCM"",""Chatham,"",""ON """
"""CHA"",""CHA"",""Chattanooga,"",""TN """
"""CSY"",""CSY"",""Cheboksary,"",""Russia """
"""CYF"",""CYF"",""Chefornak,"",""AK """
"""CEK"",""CEK"",""Chelybinsk,"",""Russia """
"""XHS"",""XHS"",""Chemainus,"",""BC - Rail service """
"""MAA"",""MAA"",""Chennai,"",""India """
"""CJJ"",""CJJ"",""Cheongju,"",""South Korea """
"""CEE"",""CEE"",""Cherepovets,"",""Russia """
"""CTU"",""CTU"",""Chergdu,"",""China """
"""CEG"",""CEG"",""Chester,"",""United Kingdom """
"""YCS"",""YCS"",""Chesterfield"",""Inlet, NU """
"""CTM"",""CTM"",""Chetumal,"""
"""VAK"",""VAK"",""Chevak,"",""AK """
"""CEE"",""CEE"",""Chevepovets,"",""Russia """
"""YHR"",""YHR"",""Chevery,"",""QC """
"""CYS"",""CYS"",""Cheyenne,"",""WY """
"""CMJ"",""CMJ"",""Chi"",""Mei, Taiwan """
"""CNX"",""CNX"",""Chiang"",""Mai, Thailand """
"""CEI"",""CEI"",""Chiang"",""Rai, Thailand """
"""CYI"",""CYI"",""Chiayi,"",""Taiwan """
"""YMT"",""YMT"",""Chibougamau,"",""QC """
"""CHI"",""CHI"",""Chicago,"",""IL - All airports """
"""MDW"",""MDW"",""Chicago,"",""IL - Midway """
"""ORD"",""ORD"",""Chicago,"",""IL - O'Hare """
"""CIX"",""CIX"",""Chicayo,"",""Peru """
"""CKX"",""CKX"",""Chicken,"",""AK """
"""CIC"",""CIC"",""Chico,"",""CA """
"""CIF"",""CIF"",""Chifeng,"",""China """
"""KCQ"",""KCQ"",""Chignik,"",""AK - """
"""KCG"",""KCG"",""Chignik,"",""AK - Fisheries """
"""KCL"",""KCL"",""Chignik,"",""AK - Lagoon """
"""CUU"",""CUU"",""Chihuahua,"""
"""YAI"",""YAI"",""Chillan,"",""Chile """
"""CIP"",""CIP"",""Chipata,"",""Zambia """
"""CZN"",""CZN"",""Chisana,"",""AK """
"""YKU"",""YKU"",""Chisasibi,"",""QC """
"""HIB"",""HIB"",""Chisholm/Hibbing,"",""MN """
"""KIV"",""KIV"",""Chisinau,"",""Republic of Moldova """
"""HTA"",""HTA"",""Chita,"",""Russia """
"""CTD"",""CTD"",""Chitre,"",""Panama """
"""CGP"",""CGP"",""Chittagong,"",""Bangladesh """
"""CHY"",""CHY"",""Choiseul"",""Bay, Solomon Islands """
"""CKG"",""CKG"",""Chongqing,"",""China """
"""CHC"",""CHC"",""Christchurch,"",""New Zealand """
"""XCH"",""XCH"",""Christmas"",""Island, Christmas Island """
"""CHU"",""CHU"",""Chuathbaluk,"",""AK """
"""ZUM"",""ZUM"",""Churchill"",""Falls, NL """
"""YYQ"",""YYQ"",""Churchill,"",""MB """
"""XAD"",""XAD"",""Churchill,"",""MB - Rail service """
"""ICI"",""ICI"",""Cicia,"",""Fiji """
"""CVG"",""CVG"",""Cincinnati,"",""OH """
"""CHP"",""CHP"",""Circle"",""Hot Springs, AK """
"""IRC"",""IRC"",""Circle,"",""AK """
"""CME"",""CME"",""Ciudad Del Carmen, Mexico """
"""AGT"",""AGT"",""Ciudad"",""del Este, Paraguay """
"""CJS"",""CJS"",""Ciudad Juarez"",""Juarez, Mexico """
"""CEN"",""CEN"",""Ciudad Obregon"",""Obregon, Mexico """
"""CVM"",""CVM"",""Ciudad Victoria"",""Victoria, Mexico """
"""CLP"",""CLP"",""Clarks"",""Point, AK """
"""CKB"",""CKB"",""Clarksburg,"",""WV """
"""PIE"",""PIE"",""Clearwater/St"",""Petersburg, FL """
"""CFE"",""CFE"",""Clermont-ferrand,"",""France """
"""CVC"",""CVC"",""Cleve,"",""Australia """
"""CLE"",""CLE"",""Cleveland,"",""OH """
"""CNJ"",""CNJ"",""Cloncurry,"",""Australia """
"""CVN"",""CVN"",""Clovis,"",""NM """
"""CMK"",""CMK"",""Club"",""Makokola, Malawi """
"""CLJ"",""CLJ"",""Cluj,"",""Romania """
"""YCY"",""YCY"",""Clyde"",""River, NU """
"""CAZ"",""CAZ"",""Cobar,"",""Australia """
"""CIJ"",""CIJ"",""Cobija,"",""Bolivia """
"""XGJ"",""XGJ"",""Cobourg,"",""ON - Rail service """
"""CBB"",""CBB"",""Cochabamba,"",""Bolivia """
"""COK"",""COK"",""Cochin,"",""India """
"""CNC"",""CNC"",""Coconut"",""Island, Australia """
"""Keeling"",""Keeling"",""Cocos"",""Islands, Cocos """
"""COD"",""COD"",""Cody/Yellowstone,"",""WY """
"""CUQ"",""CUQ"",""Coen,"",""Australia """
"""CFA"",""CFA"",""Coffee"",""Point, AK """
"""KCC"",""KCC"",""Coffman"",""Cove, AK """
"""CFS"",""CFS"",""Coffs"",""Harbor, Australia """
"""CJB"",""CJB"",""Coimbatore,"",""India """
"""CDB"",""CDB"",""Cold"",""Bay, AK """
"""CLQ"",""CLQ"",""Colima,"""
"""CLL"",""CLL"",""College"",""Station, TX """
"""CGN"",""CGN"",""Cologne,"",""Germany - Cologne/Bonn """
"""QKL"",""QKL"",""Cologne,"",""Germany - Rail service """
"""CMB"",""CMB"",""Colombo,"",""Sri Lanka """
"""ONX"",""ONX"",""Colon,"",""Panama """
"""COS"",""COS"",""Colorado"",""Springs, CO """
"""COU"",""COU"",""Columbia,"",""MO """
"""CAE"",""CAE"",""Columbia,"",""SC """
"""CSG"",""CSG"",""Columbus,"",""GA """
"""GTR"",""GTR"",""Columbus,"",""MS """
"""CMH"",""CMH"",""Columbus,"",""OH """
"""YCK"",""YCK"",""Colville"",""Lake, NT """
"""YQQ"",""YQQ"",""Comox,"",""BC """
"""CKY"",""CKY"",""Conakry,"",""Guinea """
"""CCP"",""CCP"",""Concepcion,"",""Chile """
"""CCR"",""CCR"",""Concord,"",""CA """
"""COC"",""COC"",""Concordia,"",""Argentina """
"""CNK"",""CNK"",""Concordia,"",""KS """
"""COG"",""COG"",""Condoto,"",""Colombia """
"""CND"",""CND"",""Constanta,"",""Romania """
"""CZL"",""CZL"",""Constantine,"",""Algeria """
"""OTD"",""OTD"",""Contadora,"",""Panama """
"""CPD"",""CPD"",""Coober"",""Pedy, Australia """
"""CTN"",""CTN"",""Cooktown,"",""Australia """
"""OOM"",""OOM"",""Cooma,"",""NS, Australia """
"""CNB"",""CNB"",""Coonamble,"",""Australia """
"""CPH"",""CPH"",""Copenhagen,"",""Denmark """
"""CPO"",""CPO"",""Copiapo,"",""Chile """
"""QCE"",""QCE"",""Copper"",""Mountain, CO - Van service """
"""YZS"",""YZS"",""Coral"",""Harbour, NU """
"""COR"",""COR"",""Cordoba,"",""Argentina """
"""CDV"",""CDV"",""Cordova,"",""AK """
"""ORK"",""ORK"",""Cork,"",""Ireland """
"""YCC"",""YCC"",""Cornwall,"",""ON """
"""CZE"",""CZE"",""Coro,"",""Venezuela """
"""CZH"",""CZH"",""Corozal,"",""Belize """
"""CRP"",""CRP"",""Corpus"",""Christi, TX """
"""CNQ"",""CNQ"",""Corrientes,"",""Argentina """
"""CEZ"",""CEZ"",""Cortez,"",""CO """
"""CMG"",""CMG"",""Corumba,"",""Brazil """
"""CVU"",""CVU"",""Corvo"",""Island, Portugal """
"""CBO"",""CBO"",""Cotabato,"",""Philippines """
"""COC"",""COC"",""Cotarou,"",""Benin """
"""XGK"",""XGK"",""Coteau,"",""QC - Rail service """
"""YCA"",""YCA"",""Courtenay,"",""BC """
"""CXB"",""CXB"",""Cox's"",""Bazar, Bangladesh """
"""CZM"",""CZM"",""Cozumel,"""
"""CCV"",""CCV"",""Craig"",""Cove, Vanuatu """
"""CGA"",""CGA"",""Craig,"",""AK """
"""YXC"",""YXC"",""Cranbrook,"",""BC """
"""CEC"",""CEC"",""Crescent"",""City, CA """
"""CCM"",""CCM"",""Criciuma,"",""Brazil """
"""CKI"",""CKI"",""Croker"",""Island, Australia """
"""CKO"",""CKO"",""Crooked"",""Creek, AK """
"""CRI"",""CRI"",""Crooked"",""Island, Bahamas """
"""YCR"",""YCR"",""Cross"",""Lake, MB """
"""CRV"",""CRV"",""Crotone,"",""Italy """
"""CZS"",""CZS"",""Cruzeiro"",""Do Sul, Brazil """
"""CUW"",""CUW"",""Cube"",""Cove, AK """
"""CUC"",""CUC"",""Cucata,"",""Colombia """
"""CUE"",""CUE"",""Cuenca,"",""Ecuador """
"""CVJ"",""CVJ"",""Cuernavaca,"""
"""CGB"",""CGB"",""Cuiaba,"",""Brazil """
"""CUL"",""CUL"",""Culiacan,"""
"""CBE"",""CBE"",""Cumberland,"",""MD """
"""CMA"",""CMA"",""Cunnamulla,"",""Australia """
"""CUR"",""CUR"",""Curacao,"",""Netherlands Antilles """
"""CWB"",""CWB"",""Curitiba,"",""Brazil """
"""CUZ"",""CUZ"",""Cuzco,"",""Peru """
"""DAD"",""DAD"",""Da"",""Nang, Viet Nam """
"""DRH"",""DRH"",""Dabra,"",""Indonesia """
"""TAE"",""TAE"",""Daegu,"",""South Korea """
"""DKR"",""DKR"",""Dakar,"",""Senegal """
"""VIL"",""VIL"",""Dakhla,"",""Morocco """
"""DLM"",""DLM"",""Dalaman,"",""Turkey """
